time,abs
814.1263386,0.009
814.2299172,0.009
814.3238783,0.01
814.4245607,0.01
814.5237886,0.01
814.6239224,0.01
814.7264338,0.01
814.823775,0.01
814.9237609,0.01
815.0249879,0.01
815.1238888,0.009
815.2328552,0.01
815.3252151,0.01
815.4238121,0.01
815.5238298,0.009
815.6281247,0.01
815.7238686,0.009
815.8237335,0.01
815.9255574,0.01
816.0248583,0.01
816.1236831,0.01
816.224393,0.01
816.3237425,0.01
816.4236547,0.01
816.5241254,0.01
816.6236231,0.009
816.7354208,0.01
816.8243231,0.01
816.9234557,0.01
817.0234739,0.01
817.125332,0.01
817.2371847,0.01
817.3236396,0.009
817.4242639,0.01
817.5248792,0.01
817.6236213,0.01
817.7234736,0.01
817.8248585,0.009
817.9234278,0.01
818.025303,0.01
818.1248904,0.009
818.2255468,0.01
818.3240208,0.01
818.4277429,0.01
818.5257634,0.01
818.6259629,0.01
818.8135593,0.011
818.8230768,0.01
818.9244677,0.01
819.0232606,0.01
819.1232688,0.01
