time 600 560 0,abs 600 560 0,old_name,new_name
116.3880569,2.295,,
116.4880169,2.273,,
116.5880182,2.27,,
116.6881657,2.269,,
116.7902006,2.255,,
116.8879568,2.259,,
116.9880697,2.28,,
117.0894176,2.254,,
117.1880446,2.24,,
117.2880462,2.248,,
117.3880667,2.231,,
117.488022,2.279,,
117.5880074,2.275,,
117.688058,2.265,,
117.7898248,2.255,,
117.8878935,2.298,,
117.9878514,2.266,,
118.0878403,2.251,,
118.1879926,2.288,,
118.2878271,2.278,,
118.3891531,2.277,,
118.4879168,2.259,,
118.5909685,2.301,,
118.6902575,2.279,,
118.7879148,2.293,,
118.8879104,2.264,,
118.9877083,2.264,,
119.0881525,2.262,,
119.1879154,2.286,,
119.2878119,2.296,,
119.3897671,2.266,,
119.4891692,2.262,,
119.5891641,2.24,,
119.6878093,2.287,,
119.7876895,2.289,,
119.8879483,2.305,,
119.9876207,2.288,,
120.0876711,2.272,,
120.1877523,2.277,,
120.301311,2.276,,
120.4010777,2.29,,
120.4877352,2.299,,
120.5882618,2.248,,
120.687741,2.275,,
120.7876446,2.252,,
120.8876695,2.281,,
120.9875685,2.254,,
121.0875641,2.285,,
121.1875577,2.247,,
121.2876929,2.265,,
121.3875482,2.298,,
121.4881744,2.245,,
121.5874766,2.285,,
121.6875137,2.308,,
121.7892254,2.276,,
121.8876394,2.253,,
121.987604,2.265,,
122.0896252,2.281,,
122.1902094,2.264,,
122.2906407,2.273,,
122.3885606,2.268,,
122.4874331,2.238,,
122.5873743,2.307,,
122.6877962,2.27,,
122.787417,2.301,,
122.8896061,2.262,,
122.9874167,2.282,,
123.0903697,2.295,,
123.1873315,2.27,,
123.2895618,2.288,,
123.3881345,2.288,,
123.4879033,2.282,,
123.5874827,2.265,,
123.6893678,2.286,,
123.7875204,2.269,,
123.8971442,2.266,,
123.9885526,2.305,,
124.087509,2.309,,
124.1872762,2.294,,
124.2874127,2.277,,
124.3874153,2.284,,
124.4874074,2.305,,
124.5874052,2.286,,
124.6949003,2.258,,
124.7872318,2.261,,
124.8873535,2.284,,
124.9873541,2.264,,
125.0873693,2.286,,
125.1873292,2.331,,
125.2873874,2.266,,
125.3873314,2.278,,
125.4872857,2.286,,
125.5871564,2.295,,
125.68707,2.272,,
125.787155,2.249,,
125.8871287,2.292,,
125.9872721,2.254,,
126.0870818,2.285,,
126.187113,2.254,,
126.2872554,2.234,,
126.3872648,2.262,,
126.4872391,2.271,,
126.587246,2.267,,
126.6872205,2.293,,
126.7872076,2.267,,
126.8876538,2.278,,
126.9957545,2.274,,
127.0900134,2.25,,
127.1872145,2.301,,
127.287156,2.293,,
127.3869734,2.252,,
127.4871016,2.302,,
127.5869746,2.296,,
127.6869591,2.29,,
127.787113,2.265,,
127.8871064,2.271,,
127.9870366,2.239,,
128.0870507,2.324,,
128.1901115,2.294,,
128.2868459,2.293,,
128.4012739,2.274,,
128.4870299,2.25,,
128.586882,2.303,,
128.6868536,2.272,,
128.7868751,2.309,,
128.8868216,2.276,,
128.986958,2.276,,
129.0882297,2.285,,
129.1948111,2.314,,
129.2869543,2.296,,
129.3867639,2.291,,
129.4869337,2.275,,
129.58869,2.306,,
129.6888368,2.271,,
129.7889176,2.266,,
129.8869947,2.282,,
129.986854,2.29,,
130.0867154,2.273,,
130.1882632,2.279,,
130.2867109,2.271,,
130.3879682,2.281,,
130.4868893,2.251,,
130.5867167,2.289,,
130.6866753,2.246,,
130.786801,2.263,,
130.8867345,2.249,,
130.9886799,2.264,,
131.0949453,2.27,,
131.1881699,2.237,,
131.2867389,2.294,,
131.3867669,2.26,,
131.4867168,2.275,,
131.586717,2.28,,
131.6879823,2.287,,
131.7866088,2.283,,
131.8867457,2.271,,
131.9880862,2.268,,
132.0866853,2.269,,
132.1865908,2.273,,
132.2865947,2.266,,
132.386523,2.249,,
132.4941736,2.251,,
132.5866212,2.269,,
132.6866484,2.299,,
132.7885132,2.235,,
132.8865684,2.27,,
132.9865934,2.278,,
133.0865781,2.256,,
133.1865573,2.282,,
133.2865684,2.258,,
133.3879983,2.248,,
133.4876057,2.27,,
133.5864438,2.266,,
133.6863821,2.262,,
133.7865774,2.303,,
133.8865356,2.295,,
133.9894626,2.275,,
134.0863663,2.255,,
134.1864655,2.286,,
134.286615,2.256,,
134.389382,2.285,,
134.4866268,2.273,,
134.5875617,2.258,,
134.6864274,2.299,,
134.7900807,2.266,,
134.8863444,2.293,,
134.9863113,2.279,,
135.0862385,2.25,,
135.1883223,2.278,,
135.2864155,2.282,,
135.3863491,2.248,,
135.4862579,2.262,,
135.5863876,2.279,,
135.6863766,2.271,,
135.796932,2.296,,
135.8895145,2.276,,
135.9863109,2.279,,
136.0862719,2.307,,
136.1867754,2.29,,
136.2911006,2.276,,
136.3863136,2.269,,
136.4861817,2.249,,
136.5861075,2.285,,
136.6861027,2.274,,
136.7865335,2.287,,
136.8861306,2.242,,
136.9861244,2.276,,
137.0862261,2.29,,
137.1862097,2.28,,
137.2882421,2.276,,
137.3863279,2.271,,
137.4875508,2.286,,
137.5866052,2.265,,
137.6888713,2.3,,
137.7860224,2.276,,
137.8861205,2.307,,
137.9860737,2.272,,
138.0859674,2.25,,
138.1859758,2.26,,
138.2860061,2.255,,
138.3859691,2.299,,
138.4859704,2.305,,
138.5859928,2.281,,
138.6860845,2.263,,
138.7860848,2.29,,
138.8881519,2.276,,
138.9988479,2.26,,
139.0863589,2.254,,
139.1860397,2.286,,
139.2863264,2.31,,
139.386073,2.266,,
139.490843,2.262,,
139.5860176,2.28,,
139.6858562,2.281,,
139.7874249,2.288,,
139.8858629,2.295,,
139.9858293,2.265,,
140.0858461,2.264,,
140.1858347,2.301,,
140.2862772,2.271,,
140.3859767,2.295,,
140.503868,2.285,,
140.5859772,2.294,,
140.6916777,2.275,,
140.7858802,2.235,,
140.885899,2.255,,
140.9873565,2.286,,
141.0860348,2.268,,
141.1858424,2.254,,
141.2858631,2.267,,
141.3856798,2.273,,
141.4880242,2.292,,
141.5857989,2.258,,
141.6856701,2.292,,
141.7858013,2.257,,
141.887707,2.26,,
141.988821,2.262,,
142.0940174,2.294,,
142.1877773,2.258,,
142.2882324,2.262,,
142.3855736,2.277,,
142.4856626,2.286,,
142.5855404,2.261,,
142.6857866,2.302,,
142.785574,2.261,,
142.8855637,2.262,,
142.9878078,2.266,,
143.0855842,2.289,,
143.1857385,2.289,,
143.287552,2.292,,
143.3856902,2.246,,
143.4887372,2.251,,
143.5874235,2.262,,
143.6895716,2.285,,
143.7875238,2.279,,
143.8876206,2.275,,
143.9856077,2.258,,
144.0855348,2.27,,
144.185543,2.271,,
144.2860339,2.311,,
144.3860183,2.295,,
144.485388,2.261,,
144.5854364,2.294,,
144.6856487,2.271,,
144.786772,2.271,,
144.8855932,2.285,,
145.0008848,2.263,,
145.0856091,2.268,,
145.1856134,2.287,,
145.2854828,2.27,,
145.3958603,2.29,,
145.4885305,2.278,,
145.5876975,2.245,,
145.6853594,2.271,,
145.7858373,2.299,,
145.8853079,2.281,,
145.9853135,2.265,,
146.0856657,2.265,,
146.1852391,2.267,,
146.2852822,2.262,,
146.3854058,2.295,,
146.4852614,2.273,,
146.5872012,2.262,,
146.6853582,2.252,,
146.7982082,2.279,,
146.8856489,2.276,,
146.9869266,2.277,,
147.0856439,2.286,,
147.1852598,2.272,,
147.2852889,2.257,,
147.3851827,2.28,,
147.4851842,2.256,,
147.5850345,2.247,,
147.6851397,2.282,,
147.7851431,2.26,,
147.8853271,2.269,,
147.9873283,2.28,,
148.0850102,2.277,,
148.1851877,2.272,,
148.2852696,2.272,,
148.389149,2.239,,
148.485194,2.246,,
148.5848487,2.26,,
148.6855897,2.267,,
148.7851311,2.243,,
148.8849364,2.29,,
148.9850221,2.289,,
149.0851437,2.277,,
149.1849179,2.311,,
149.2849848,2.286,,
149.3851052,2.296,,
149.4851711,2.294,,
149.585345,2.269,,
149.6849544,2.299,,
149.7870532,2.314,,
149.8851385,2.304,,
149.9863898,2.267,,
150.0850169,2.27,,
150.1857689,2.289,,
150.2853364,2.255,,
150.3850717,2.253,,
150.4847512,2.249,,
150.5847949,2.299,,
150.6849291,2.289,,
150.7848987,2.249,,
150.885133,2.251,,
150.9848328,2.303,,
151.0849042,2.27,,
151.1849939,2.282,,
151.2847827,2.307,,
151.3849014,2.259,,
151.4849256,2.267,,
151.584914,2.279,,
151.6848555,2.293,,
151.7853082,2.272,,
151.8849031,2.273,,
151.9847694,2.272,,
152.0848024,2.293,,
152.1848747,2.257,,
152.2847857,2.278,,
152.386597,2.262,,
152.4846808,2.277,,
152.5847231,2.266,,
152.6848168,2.255,,
152.7847663,2.304,,
152.8936038,2.297,,
152.9877354,2.288,,
153.0851407,2.283,,
153.1847698,2.281,,
153.2847461,2.26,,
153.3845772,2.288,,
153.4848211,2.311,,
153.5852419,2.269,,
153.6846025,2.284,,
153.784573,2.278,,
153.884653,2.302,,
153.9859583,2.295,,
154.0925536,2.279,,
154.1845435,2.259,,
154.2846909,2.274,,
154.3846433,2.261,,
154.4863475,2.25,,
154.5864672,2.248,,
154.6867678,2.285,,
154.7845433,2.238,,
154.8844231,2.273,,
154.9844987,2.237,,
155.0848769,2.262,,
155.1845272,2.275,,
155.2843699,2.274,,
155.3849548,2.281,,
155.4844721,2.257,,
155.6622125,2.251,,
155.6837812,2.267,,
155.7844752,2.279,,
155.8897675,2.24,,
155.9849323,2.28,,
156.084417,2.267,,
156.1844668,2.271,,
156.2867138,2.257,,
156.3842769,2.269,,
156.4842678,2.265,,
156.5843358,2.269,,
156.6845427,2.275,,
156.7843665,2.249,,
156.884296,2.281,,
156.9842481,2.239,,
157.084314,2.275,,
157.1848041,2.267,,
157.2842956,2.258,,
157.3862959,2.294,,
157.4852152,2.291,,
157.5843054,2.252,,
157.6842854,2.304,,
157.7842804,2.3,,
157.8843644,2.283,,
157.9843639,2.259,,
158.0847173,2.284,,
158.1848866,2.279,,
158.2841337,2.269,,
158.3841321,2.241,,
158.4840531,2.278,,
158.5934328,2.29,,
158.6843042,2.282,,
158.7862996,2.264,,
158.8860465,2.282,,
158.9840839,2.269,,
159.0906513,2.251,,
159.1841609,2.285,,
159.2841375,2.293,,
159.3871454,2.266,,
159.4904907,2.287,,
159.5953678,2.291,,
159.6864641,2.273,,
159.7840218,2.275,,
159.8846491,2.315,,
159.9839826,2.257,,
160.0840952,2.271,,
160.1845468,2.301,,
160.2882673,2.306,,
160.3844259,2.288,,
160.4838791,2.287,,
160.5843355,2.264,,
160.6953174,2.265,,
160.7881836,2.276,,
160.8839987,2.265,,
160.9840254,2.26,,
161.0843787,2.273,,
161.1840095,2.262,,
161.2839052,2.264,,
161.3838754,2.267,,
161.4845707,2.272,,
161.5838863,2.264,,
161.6838372,2.26,,
161.7837862,2.249,,
161.8837644,2.271,,
161.9843522,2.262,,
162.0838543,2.27,,
162.1838747,2.281,,
162.2839006,2.269,,
162.3838602,2.267,,
162.4838997,2.262,,
162.5838873,2.265,,
162.683704,2.274,,
162.783894,2.278,,
162.8837177,2.275,,
162.9837821,2.266,,
163.0842239,2.239,,
163.1838373,2.292,,
163.2841137,2.269,,
163.3838031,2.274,,
163.4842969,2.267,,
163.5873073,2.274,,
163.6837732,2.25,,
163.784082,2.275,,
163.8838234,2.274,,
163.9864013,2.231,,
164.0836359,2.272,,
164.1854341,2.268,,
164.2838672,2.248,,
164.3836397,2.275,,
164.4835248,2.264,,
164.5836643,2.278,,
164.6846258,2.303,,
164.7838781,2.272,,
164.8835135,2.291,,
164.983514,2.272,,
165.0836452,2.31,,
165.1836301,2.289,,
165.2845455,2.277,,
165.3864637,2.294,,
165.4932573,2.283,,
165.5875138,2.271,,
165.6859337,2.287,,
165.7837351,2.277,,
165.8835544,2.257,,
165.9833952,2.283,,
166.0833773,2.266,,
166.1834239,2.236,,
166.2835275,2.248,,
166.3833907,2.281,,
166.4833402,2.247,,
166.5860438,2.292,,
166.6860522,2.282,,
166.7841787,2.303,,
166.8859823,2.241,,
166.9834302,2.272,,
167.0845955,2.289,,
167.1862346,2.287,,
167.288247,2.266,,
167.3840345,2.242,,
167.4833719,2.27,,
167.5833377,2.238,,
167.6841731,2.277,,
167.7832495,2.264,,
167.8848971,2.273,,
167.9834921,2.293,,
168.0857702,2.264,,
168.1836422,2.271,,
168.2876969,2.282,,
168.383715,2.267,,
168.4833677,2.259,,
168.5846018,2.267,,
168.6961734,2.3,,
168.7863279,2.275,,
168.8837731,2.289,,
168.9855074,2.261,,
169.0863986,2.295,,
169.1838866,2.265,,
169.2834003,2.28,,
169.3835728,2.268,,
169.4841348,2.262,,
169.5863081,2.263,,
169.6838074,2.292,,
169.7835881,2.277,,
169.8834672,2.276,,
169.9835001,2.274,,
170.0833679,2.293,,
170.1833836,2.241,,
170.2833726,2.257,,
170.3836004,2.273,,
170.4833224,2.28,,
170.5845168,2.274,,
170.6835402,2.295,,
170.7837515,2.293,,
170.8833194,2.275,,
170.9832865,2.251,,
171.0858978,2.269,,
171.1834493,2.27,,
171.2836317,2.245,,
171.3836784,2.268,,
171.4832137,2.279,,
171.5832605,2.274,,
171.6833559,2.308,,
171.7852527,2.252,,
171.8828897,2.241,,
171.9835808,2.303,,
172.0869661,2.264,,
172.1851127,2.28,,
172.2834573,2.26,,
172.3833097,2.276,,
172.483125,2.282,,
172.5864728,2.309,,
172.6838961,2.294,,
172.7837011,2.294,,
172.8830646,2.269,,
172.9831763,2.285,,
173.0830454,2.253,,
173.1834319,2.255,,
173.2833501,2.25,,
173.3830353,2.25,,
173.4832462,2.26,,
173.5832096,2.273,,
173.6828564,2.256,,
173.7829603,2.252,,
173.8830848,2.239,,
173.9839854,2.29,,
174.0829861,2.298,,
174.1845406,2.272,,
174.2829122,2.266,,
174.3828844,2.239,,
174.4828537,2.281,,
174.5861269,2.248,,
174.6828126,2.264,,
174.7844033,2.279,,
174.8827624,2.282,,
174.9931189,2.268,,
175.0825513,2.271,,
175.1827776,2.274,,
175.282522,2.249,,
175.3828052,2.269,,
175.4827624,2.293,,
175.5829652,2.282,,
175.6833571,2.264,,
175.7829643,2.267,,
175.8825958,2.275,,
175.9856775,2.281,,
176.0824759,2.283,,
176.1876449,2.27,,
176.2841598,2.261,,
176.3826754,2.263,,
176.4825089,2.25,,
176.5825762,2.254,,
176.6824043,2.282,,
176.7854045,2.246,,
176.8823965,2.241,,
176.9826388,2.256,,
177.0839052,2.279,,
177.1826151,2.298,,
177.2825431,2.281,,
177.3823135,2.274,,
177.4823195,2.257,,
177.58861,2.268,,
177.6825023,2.261,,
177.7824329,2.275,,
177.8825905,2.288,,
177.9823955,2.251,,
178.0835835,2.278,,
178.1824217,2.278,,
178.2823633,2.282,,
178.3823612,2.262,,
178.4833469,2.278,,
178.5823497,2.262,,
178.6934925,2.28,,
178.7822129,2.281,,
178.8821954,2.281,,
178.9821814,2.29,,
179.0826858,2.278,,
179.1851435,2.279,,
179.2852747,2.281,,
179.3822762,2.295,,
179.4841612,2.294,,
179.5940719,2.3,,
179.6851085,2.269,,
179.7823278,2.259,,
179.8834669,2.261,,
179.9822761,2.265,,
180.0821009,2.29,,
180.1822283,2.26,,
180.2847759,2.285,,
180.3820564,2.274,,
180.482244,2.259,,
180.5820648,2.262,,
180.6820037,2.289,,
180.7821917,2.279,,
180.8835014,2.286,,
180.9946814,2.269,,
181.0850412,2.268,,
181.1821335,2.262,,
181.2821315,2.291,,
181.3835487,2.275,,
181.4819232,2.254,,
181.5819452,2.252,,
181.6831596,2.255,,
181.7819765,2.258,,
181.8820798,2.279,,
181.9848654,2.262,,
182.0818529,2.289,,
182.1819377,2.27,,
182.282028,2.265,,
182.3820854,2.259,,
182.4843071,2.307,,
182.5845128,2.274,,
182.6820189,2.265,,
182.7819697,2.279,,
182.8820158,2.284,,
182.9819111,2.276,,
183.0817976,2.284,,
183.1818423,2.275,,
183.2837571,2.283,,
183.3830536,2.273,,
183.4817401,2.284,,
183.5818514,2.284,,
183.6858513,2.278,,
183.7838968,2.316,,
183.8821718,2.259,,
183.981922,2.255,,
184.0849572,2.279,,
184.181874,2.29,,
184.2819043,2.264,,
184.3819011,2.275,,
184.4818298,2.294,,
184.5818831,2.267,,
184.6816563,2.261,,
184.78176,2.27,,
184.8818101,2.297,,
184.9832543,2.282,,
185.0816737,2.271,,
185.1815715,2.264,,
185.2936942,2.262,,
185.3816742,2.261,,
185.4837219,2.293,,
185.5840999,2.278,,
185.6958862,2.26,,
185.7819615,2.296,,
185.8815652,2.255,,
185.9818239,2.258,,
186.0835172,2.242,,
186.1815123,2.268,,
186.2815474,2.255,,
186.3816437,2.295,,
186.4814991,2.256,,
186.5814994,2.277,,
186.6866122,2.245,,
186.7814839,2.23,,
186.8817001,2.268,,
186.9815103,2.265,,
187.0819269,2.281,,
187.181644,2.227,,
187.2834984,2.252,,
187.3815231,2.231,,
187.4814009,2.261,,
187.5817495,2.275,,
187.6814341,2.254,,
187.782752,2.294,,
187.8814011,2.274,,
187.9813976,2.281,,
188.0813654,2.259,,
188.1828733,2.273,,
188.2815516,2.251,,
188.3813798,2.268,,
188.4815061,2.278,,
188.5812981,2.279,,
188.681414,2.287,,
188.781457,2.251,,
188.8813863,2.273,,
188.984352,2.264,,
189.0834275,2.265,,
189.1814966,2.284,,
189.2811473,2.249,,
189.3811961,2.24,,
189.4812294,2.274,,
189.5812052,2.276,,
189.6827942,2.27,,
189.7907701,2.24,,
189.8832307,2.257,,
189.9814305,2.257,,
190.081571,2.245,,
190.183278,2.256,,
190.2812626,2.263,,
190.3833608,2.287,,
190.4812451,2.272,,
190.5985611,2.283,,
190.6812969,2.282,,
190.7813307,2.27,,
190.8811283,2.281,,
190.981092,2.298,,
191.0812055,2.289,,
191.181072,2.287,,
191.2810782,2.258,,
191.3830978,2.267,,
191.481075,2.257,,
191.5832307,2.271,,
191.6812027,2.281,,
191.7812743,2.273,,
191.8811465,2.287,,
191.9812192,2.289,,
192.0811051,2.262,,
192.1810768,2.277,,
192.2810341,2.238,,
192.3842009,2.284,,
192.4810711,2.238,,
192.5809764,2.266,,
192.6810229,2.229,,
192.7811247,2.264,,
192.8810857,2.287,,
192.9811447,2.257,,
193.0810636,2.296,,
193.1837307,2.273,,
193.2810739,2.249,,
193.3830276,2.245,,
193.4810479,2.29,,
193.581108,2.255,,
193.6810458,2.25,,
193.7809482,2.28,,
193.8820161,2.263,,
193.9814394,2.256,,
194.0829094,2.252,,
194.1823122,2.285,,
194.2809211,2.271,,
194.3809675,2.296,,
194.4810882,2.285,,
194.5827531,2.274,,
194.6807655,2.269,,
194.7836737,2.257,,
194.8808854,2.293,,
194.9808342,2.275,,
195.0808381,2.293,,
195.1814477,2.279,,
195.2808358,2.266,,
195.3812243,2.288,,
195.480744,2.299,,
195.5809906,2.281,,
195.680527,2.253,,
195.7806625,2.27,,
195.8806382,2.273,,
195.9808019,2.278,,
196.0922885,2.285,,
196.1807156,2.302,,
196.2806296,2.265,,
196.3808372,2.28,,
196.4865617,2.267,,
196.5806618,2.27,,
196.681016,2.284,,
196.7812219,2.285,,
196.8806573,2.27,,
196.9805982,2.277,,
197.0805862,2.244,,
197.1807089,2.261,,
197.2806594,2.298,,
197.3804561,2.295,,
197.4806658,2.268,,
197.5825951,2.303,,
197.6826149,2.29,,
197.7817897,2.282,,
197.8825852,2.305,,
197.9835235,2.276,,
198.0811522,2.277,,
198.1805532,2.29,,
198.2805551,2.284,,
198.3818672,2.281,,
198.4834407,2.288,,
198.582405,2.237,,
198.6803801,2.288,,
198.7804647,2.283,,
198.8805993,2.299,,
198.9816817,2.262,,
199.0803686,2.29,,
199.1804657,2.25,,
199.2804407,2.26,,
199.3804398,2.276,,
199.4824993,2.285,,
199.5804815,2.29,,
199.6823971,2.303,,
199.7829836,2.274,,
199.8810734,2.281,,
199.9808003,2.283,,
200.0825011,2.26,,
200.1802554,2.287,,
200.2803873,2.27,,
200.3820822,2.24,,
200.4803732,2.269,,
200.5802683,2.286,,
200.680363,2.259,,
200.7802685,2.297,,
200.880266,2.263,,
200.9823027,2.26,,
201.0907633,2.221,,
201.1832146,2.274,,
201.2816584,2.262,,
201.3833977,2.273,,
201.4816973,2.29,,
201.5833801,2.26,,
201.6820693,2.277,,
201.7801953,2.271,,
201.8800823,2.253,,
201.9802905,2.261,,
202.0801734,2.278,,
202.18012,2.275,,
202.2800131,2.233,,
202.3919124,2.262,,
202.4800815,2.256,,
202.5826586,2.252,,
202.6801837,2.278,,
202.7801846,2.275,,
202.8840468,2.238,,
202.9800973,2.265,,
203.0799917,2.281,,
203.1802336,2.222,,
203.2801118,2.246,,
203.380121,2.269,,
203.4812061,2.254,,
203.5799787,2.264,,
203.6799796,2.255,,
203.7822757,2.305,,
203.8799211,2.291,,
203.9800676,2.271,,
204.0802579,2.308,,
204.180067,2.264,,
204.280025,2.257,,
204.3821029,2.267,,
204.4800252,2.28,,
204.5819562,2.282,,
204.6798848,2.257,,
204.7798124,2.261,,
204.8798576,2.281,,
204.979988,2.283,,
205.0797985,2.261,,
205.1821189,2.239,,
205.2803197,2.265,,
205.3798263,2.259,,
205.4829519,2.269,,
205.5896343,2.276,,
205.6797653,2.26,,
205.7797456,2.276,,
205.8845953,2.28,,
205.9820624,2.268,,
206.0802069,2.254,,
206.1816936,2.266,,
206.2798263,2.277,,
206.3802082,2.313,,
206.4798564,2.266,,
206.5818566,2.276,,
206.6798184,2.278,,
206.7796813,2.274,,
206.8796062,2.297,,
206.9816463,2.257,,
207.0796229,2.304,,
207.1815917,2.259,,
207.2799632,2.264,,
207.3928882,2.321,,
207.4841164,2.321,,
207.5811464,2.278,,
207.6815416,2.297,,
207.7796968,2.259,,
207.8797286,2.243,,
207.979524,2.296,,
208.0794515,2.281,,
208.1796708,2.265,,
208.2796713,2.295,,
208.3796898,2.29,,
208.4807051,2.265,,
208.5794782,2.3,,
208.6809994,2.32,,
208.7794359,2.276,,
208.8795931,2.264,,
208.9802858,2.267,,
209.0815448,2.275,,
209.1880254,2.262,,
209.2838,2.261,,
209.3795098,2.279,,
209.4806551,2.289,,
209.5794287,2.237,,
209.6794043,2.263,,
209.7794299,2.288,,
209.8815314,2.292,,
209.9794369,2.294,,
210.0794629,2.269,,
210.1794822,2.265,,
210.2795222,2.295,,
210.3808006,2.283,,
210.482089,2.253,,
210.5793951,2.279,,
210.6793884,2.261,,
210.7792799,2.277,,
210.8793639,2.25,,
210.9807539,2.282,,
211.0792322,2.268,,
211.1791828,2.303,,
211.2804978,2.261,,
211.3792771,2.31,,
211.4811884,2.299,,
211.5792446,2.263,,
211.6793304,2.302,,
211.7813064,2.287,,
211.8793324,2.26,,
211.9793147,2.271,,
212.078943,2.272,,
212.1806822,2.292,,
212.2930244,2.267,,
212.3791349,2.283,,
212.4792885,2.301,,
212.5791066,2.298,,
212.679286,2.241,,
212.7792212,2.256,,
212.8792469,2.274,,
212.980763,2.262,,
213.0790866,2.296,,
213.1812391,2.28,,
213.2875189,2.276,,
213.3792432,2.287,,
213.4920485,2.244,,
213.5810321,2.272,,
213.6819232,2.308,,
213.7791156,2.258,,
213.8803763,2.256,,
213.9789841,2.258,,
214.0810967,2.265,,
214.1791211,2.296,,
214.2789872,2.261,,
214.3789835,2.253,,
214.4789414,2.285,,
214.5824921,2.268,,
214.6800475,2.28,,
214.7811032,2.313,,
214.8791063,2.263,,
214.9788303,2.294,,
215.0818365,2.282,,
215.1790166,2.273,,
215.281563,2.26,,
215.3789971,2.282,,
215.4831377,2.263,,
215.5820403,2.271,,
215.6789922,2.262,,
215.778912,2.28,,
215.8788042,2.295,,
215.9809745,2.291,,
216.0792615,2.256,,
216.1787807,2.284,,
216.2789515,2.271,,
216.3790453,2.29,,
216.481277,2.26,,
216.5825093,2.264,,
216.6808722,2.257,,
216.7806081,2.289,,
216.8785306,2.245,,
216.9802258,2.266,,
217.0789131,2.312,,
217.1788789,2.261,,
217.2789269,2.255,,
217.3785882,2.277,,
217.4786879,2.231,,
217.5819399,2.257,,
217.6786954,2.293,,
217.7799884,2.261,,
217.8785598,2.26,,
217.9786461,2.255,,
218.0788023,2.275,,
218.1785535,2.241,,
218.284394,2.281,,
218.3787169,2.285,,
218.4840128,2.272,,
218.5785678,2.242,,
218.6785874,2.286,,
218.7786076,2.26,,
218.8800738,2.282,,
218.9785385,2.266,,
219.0786439,2.269,,
219.178621,2.257,,
219.2785065,2.282,,
219.3784747,2.263,,
219.478693,2.274,,
219.5785891,2.25,,
219.6786271,2.27,,
219.7806105,2.232,,
219.8814876,2.25,,
219.9834284,2.282,,
220.0786195,2.263,,
220.1784966,2.272,,
220.2791163,2.288,,
220.3784553,2.266,,
220.4783897,2.286,,
220.5786139,2.259,,
220.6852936,2.281,,
220.7819113,2.268,,
220.8785495,2.257,,
220.9805196,2.251,,
221.0783846,2.276,,
221.1784578,2.275,,
221.2784976,2.326,,
221.3796446,2.278,,
221.478444,2.286,,
221.580428,2.274,,
221.6783647,2.287,,
221.7919137,2.264,,
221.8797785,2.299,,
221.9782727,2.278,,
222.0796862,2.275,,
222.1782805,2.279,,
222.2785501,2.276,,
222.3788105,2.248,,
222.4782097,2.288,,
222.5781739,2.285,,
222.6803091,2.305,,
222.7891959,2.291,,
222.8788403,2.251,,
222.9781651,2.269,,
223.0782044,2.259,,
223.178244,2.254,,
223.2840741,2.299,,
223.3794002,2.292,,
223.4781275,2.283,,
223.5796262,2.27,,
223.6782509,2.269,,
223.7784137,2.289,,
223.8786908,2.283,,
223.9780425,2.285,,
224.0780737,2.294,,
224.180123,2.292,,
224.2780176,2.29,,
224.3781925,2.276,,
224.4784731,2.281,,
224.5931935,2.263,,
224.6794848,2.247,,
224.7779283,2.223,,
224.8780883,2.278,,
224.9798127,2.245,,
225.0780273,2.274,,
225.1779813,2.271,,
225.2801291,2.262,,
225.3780875,2.271,,
225.4779645,2.253,,
225.5779598,2.273,,
225.6816721,2.282,,
225.7799958,2.255,,
225.8778989,2.276,,
225.9780534,2.259,,
226.0817379,2.268,,
226.1779571,2.277,,
226.2779683,2.287,,
226.3778308,2.272,,
226.478091,2.253,,
226.5811384,2.252,,
226.6778184,2.257,,
226.7778417,2.283,,
226.877827,2.259,,
226.9777792,2.284,,
227.0860127,2.266,,
227.1819409,2.235,,
227.2797621,2.28,,
227.3776957,2.24,,
227.4777425,2.233,,
227.5781582,2.267,,
227.6779469,2.266,,
227.777848,2.267,,
227.8812279,2.271,,
227.9777341,2.245,,
228.0793672,2.253,,
228.1776818,2.236,,
228.2778345,2.25,,
228.3778722,2.253,,
228.4778405,2.24,,
228.5778419,2.267,,
228.6776222,2.256,,
228.7777334,2.262,,
228.8822494,2.264,,
228.9810077,2.235,,
229.080188,2.246,,
229.1777295,2.227,,
229.2777387,2.274,,
229.3822144,2.275,,
229.4817252,2.268,,
229.5775683,2.268,,
229.67767,2.266,,
229.7775168,2.262,,
229.8777103,2.243,,
229.9803267,2.266,,
230.0775116,2.28,,
230.17752,2.248,,
230.2797776,2.267,,
230.3838498,2.284,,
230.4794779,2.251,,
230.5776643,2.284,,
230.6798638,2.251,,
230.7775582,2.272,,
230.8795411,2.263,,
230.9775977,2.279,,
231.0775839,2.289,,
231.1773986,2.303,,
231.27754,2.263,,
231.3803385,2.313,,
231.4775106,2.297,,
231.5832599,2.305,,
231.6773801,2.265,,
231.7773726,2.274,,
231.877328,2.281,,
231.9774684,2.285,,
232.0783638,2.302,,
232.1804952,2.277,,
232.2787788,2.322,,
232.3772528,2.283,,
232.4774157,2.312,,
232.5789451,2.276,,
232.6772445,2.308,,
232.7772686,2.257,,
232.882312,2.314,,
232.9772131,2.301,,
233.0786897,2.278,,
233.1773875,2.254,,
233.2772044,2.265,,
233.3799619,2.283,,
233.4772275,2.291,,
233.5787722,2.272,,
